,verdict,title,url
20,false,Czy większość studentów na polskich uczelniach medycznych to Ukraińcy i Białorusini?,https://twitter.com/TasakNarodowy/status/1534189703297122305
22,false,Czy McDonald's wraca do Rosji i ze zmienioną nazwą otwiera się na nowo?,https://twitter.com/PanasiukPiotr/status/1533525022857474050
23,false,Czy w USA książka o Czerwonym Kapturku została zakazana?,https://twitter.com/youranonnews/status/1530944807236935680?s=21&t=5D0oEClxp-Q3UByZaD2ZMw
24,false,Czy prezydent Duda zobowiązał się do odbudowania pomników UPA?,https://twitter.com/piotr_zarzycki/status/1522985723934167040
25,false,Czy na filmiku jest Zełenski?,https://twitter.com/PiotrAposto/status/1533530633854668803
26,false,Czy modelowa marża rafineryjna to zysk Orlenu?,https://twitter.com/michaprzybylak/status/1533794946196639747
27,false,"Czy szkoły otrzymały polecenie, że wszyscy ukraińscy uczniowie  mają zdać?",https://mobile.twitter.com/Magdale50711683/status/1533723466318462977
29,false,Czy film pokazuje Ukraińców przygotowujących się do akcji pod fałszywą flagą (polską)?,https://twitter.com/elina2349/status/1533023441841971202
30,false,Czy ukraińskie salony samochodowe podwoiły sprzedaż?,https://mobile.twitter.com/Intermag75/status/1533356469889941505
31,false,Czy Ukraińcy spalili zabytkową cerkiew Świętogórskiej Ławrze?,https://mobile.twitter.com/PanasiukPiotr/status/1533150845973430272
32,false,"Czy nazwa zespołu Enej to hołd dla pułkownika UPA, jednego ze sprawców mordów na Wołyniu?",https://mobile.twitter.com/PiotrAposto/status/1516079296175120385
33,false,Czy Mattel wypuścił na amerykański rynek lalkę brzemiennego Kena?,https://twitter.com/ann56502906/status/1529367350113361922
34,false,"Czy braki odżywek dla niemowląt, z którymi borykają się USA, są skutkiem pomocy udzielanej Ukrainie?",https://twitter.com/mike123qwe/status/1532669355133227010
35,false,Czy do EPPO nie przystąpiły tylko Polska i Węgry?,https://mobile.twitter.com/szejnfeld/status/1532247316245098496
36,false,Czy Rumunia chce zaanektować Mołdawię?,https://twitter.com/d5SayyUAL0rLSBL/status/1529844988078596096
37,true,Czy na Krymie chcą usunąć język angielski z programu nauczania?,https://twitter.com/antifashistcom/status/1529712225400782849
38,false,Czy największy niemiecki dostawca energii RWE płaci za rosyjski gaz w rublach?,https://twitter.com/Search_Veritas/status/1531945577843417088
39,false,Czy Ukraińcy nie są Słowianami?,https://twitter.com/VarietyJoness/status/1531913196512083973?cxt=HHwWioCwjfK7ucIqAAAA
40,false,"Czy Polska kupuje amerykańskie wyrzutnie rakietowe HIMARS, żeby je później oddać Ukrainie?",https://twitter.com/vaioantunez/status/1531633219090644992?cxt=HHwWgICw4YeTusEqAAAA
41,false,Czy Ukraina wysyła na front jednostkę złożoną z gejów?,https://twitter.com/PiotrAposto/status/1532040376495886338?cxt=HHwWhMC-6d6m88IqAAAA
43,false,Czy premier Finlandii Sanna Marin wykonuje na zdjęciu nazistowski gest?,https://twitter.com/Conscie64818903/status/1531744167243788288/photo/1
44,false,Czy od 1 czerwca zostaje zniesione dofinansowanie dla osób lub  podmiotów przyjmujących uchodźców?,https://twitter.com/WaitsTw/status/1531860007867887616
46,false,Czy rząd uruchomił dla Ukrainek program aborcji na życzenie?,https://mobile.twitter.com/PiotrAposto/status/1531504467383922689?cxt=HHwWgsC95dzM_8AqAAAA
49,false,Czy w Gdańsku zmieniono nazwę ulicy Bohaterów Westerplatte na Bohaterów Azowstalu?,https://twitter.com/JSmigowski/status/1531127550021406720?t=RrE5EsFGAtqmJzd-r4F3rQ&s=19
50,false,"Czy Polacy muszą czekać na wizytę u kardiologa,  a Ukraińcy nie czekają?",https://mobile.twitter.com/Spychacz2/status/1531284795635945472
51,false,"Czy Lloyd Austin powiedział, że Ukrainę wspiera 20 państw świata?",https://mobile.twitter.com/NPropagandy/status/1528829464213344262
52,false,Czy „pryszcze” przypisywane małpiej ospie to w istocie objaw poszczepiennego HIV?,https://twitter.com/iwona_paulewicz/status/1529177069082529792
54,false,"Czy Polska przekazała Ukrainie wszystkie Kraby, które posiada?",https://mobile.twitter.com/PanasiukPiotr/status/1530908073983893506
55,false,Czy za sprawą nowych dowodów osobistych staniemy się niewolnikami?,https://mobile.twitter.com/Taki_1_qlega/status/1529760409846259712
56,false,Czy w Azowstalu były specjalne polskie jednostki?,https://mobile.twitter.com/truck2047/status/1529886754299424787
57,false,"Czy do tej pory ochotnicy walczący na Ukrainie, w razie dostania się do niewoli, nie mieli praw wynikających z Konwencji Genewskiej?",https://twitter.com/Dariusz_Smaga/status/1530104517454438400
58,false,"Czy restauracje KFC w Rosji przemianowano na KGB, a McDonald’s na Wujaszek Wania?",https://twitter.com/AdvoBarryRoux/status/1505982696547356673
59,false,"Czy RuStore zapewnia Rosjanom dostęp do aplikacji, np. bankowych, których mieli zostać pozbawieni w wyniku sankcji?",https://twitter.com/Levi_godman/status/1529395705667887105
61,false,"Czy to nagranie dowodzi, że polscy żołnierze walczą na Ukrainie?",https://twitter.com/PanasiukPiotr/status/1529486227304488963
62,false,Czy MEiN wprowadza możliwość zatrudniania w szkołach ukraińskich dyrektorów?,https://twitter.com/KSokolowska123/status/1529119903038439427?cxt=HHwWhoCw-eecw7gqAAAA
63,false,"Czy dzięki ustawie nadającej Polakom na Ukrainie specjalny status prawny, Polska będzie mogła już formalnie walczyć przeciwko Rosji pod ukraińską banderą?",https://twitter.com/vzglyad/status/1529138484908376065?cxt=HHwWgoC-1bXWy7gqAAAA
64,false,"Czy to wydanie ""Washington Post"" potwierdza, że temat Ukrainy znika z pierwszych stron tej i innych zachodnich gazet?",https://twitter.com/karandash74bis/status/1528766438160445440
65,false,Czy dziadek Andrzeja Dudy był ukraińskim nacjonalistą i przyjaźnił się ze Stepanem Banderą?,https://twitter.com/HakGlce/status/1528993923263348737
66,false,Czy krążąca po sieci mapa „Rzeczpospolitej Polsko-Ukraińskiej” pochodzi z ambasady Izraela we Lwowie?,https://twitter.com/KNerwosol/status/1528627830342418433/photo/1
67,false,"Czy Zełenski powiedział, że prawa i przywileje Ukraińców w Polsce są odzwierciedleniem praw i przywilejów Polaków na Ukrainie?",https://mobile.twitter.com/MottoDnia/status/1528716793921130499
68,false,Czy w Niemczech uchodźcy z Ukrainy przetrzymywani są wyłącznie w obozach?,https://twitter.com/KSokolowska123/status/1528667927163154432
69,false,"Czy w przemówieniu w ukraińskim parlamencie prezydent Duda zasygnalizował zamiar przeprowadzenia rozbioru Ukrainy, a prezydent Zełenski wyraził aprobatę dla tych planów?",https://twitter.com/kompolk/status/1528357154108985349
70,unidentified,Czy Renault sprzedał swoje fabryki w Rosji za symbolicznego 1 rubla?,https://twitter.com/kuukass/status/1519056993474039809
71,false,Czy na spotkaniu Duda-Zełenski ten ostatni miał koszulkę z emblematem pułku Azov?,https://twitter.com/PanasiukPiotr/status/1528478387030962177
72,false,"Czy na zdjęciu są ukraińscy żołnierze, którzy przez niedouczenie, spalili flagę niderlandzką sądząc, że to rosyjska?",https://mobile.twitter.com/abunin/status/1528386041828331520/photo/1
74,false,Czy 22 maja Polska włączyła się w wojnę na Ukrainie?,https://mobile.twitter.com/MalinabReal/status/1528441162821947395
76,false,Czy Rosjanie przejęli rosyjski odział Coca-Coli wraz z recepturą?,https://twitter.com/_DoK_ToR_/status/1526250480912977931
77,false,"Czy szczepionki na ospę prawdziwą zatwierdzono 33 lata po tym, jak uznano tę chorobę za zwalczoną?",https://mobile.twitter.com/Agiewillow/status/1527538468821385216
78,false,"Czy amerykański sekretarz obrony powiedział, że ta broń może się dostać w niepowołane ręce?",https://mobile.twitter.com/HermesTrading1/status/1527302632548622336
79,false,Czy gotowa jest już szczepionka przeciwko małpiej ospie?,https://twitter.com/Arachnidualny/status/1527223056812351491?cxt=HHwWhoCxoerR5LEqAAAA
81,false,Czy złożono więcej wniosków o 500+ niż wynosi liczba nieletnich uchodźców z Ukrainy?,https://twitter.com/PanasiukPiotr/status/1527216651325915138
82,false,"Czy jedna z hajlujących kobiet to żona żołnierza pułku Azow, która uczestniczyła niedawno w audiencji z papieżem Franciszkiem?",https://twitter.com/bulygin499/status/1524660414419767296
83,false,Czy z powodu kryzysu Polacy muszą kupować chleb „na kromki”?,https://twitter.com/PatrykSykut/status/1526129170501206016?cxt=HHwWgICwkaKZ860qAAAA
84,false,Czy film przedstawia samosąd na ministrach ze Sri Lanki?,https://twitter.com/NikifPL/status/1526664028755484675
85,false,"Czy amerykański departament rolnictwa przyznał, że 69 proc. światowych zapasów zboża jest w chińskich magazynach?",https://mobile.twitter.com/HermesTrading1/status/1526923351763165190
86,false,Czy 17 maja w południe zaczęły się egzekucje członków załogi broniącej Azovstal?,https://mobile.twitter.com/abunin/status/1526296889443946496
87,false,Czy prezydent Zełenski wydał dekret zobowiązujący wszystkie ukraińskie kobiety do zaspokajania wszelkich potrzeb mężczyzn?,https://mobile.twitter.com/abunin/status/1524505960689061897
88,false,Czy rząd Izraela nakazał wszystkim przedsiębiorstwom przygotowanie się do wyjścia z rosyjskiego rynku do 1 września?,https://twitter.com/zgldz/status/1526208560312504323
89,false,"Czy ukraińskie dowództwo chciało, żeby obrońcy Azovstalu zgnili  żywcem w podziemiach tych zakładów?",https://twitter.com/PanasiukPiotr/status/1526664874075512838
90,false,"Czy w ubiegłym tygodniu Ukraińcy zamordowali 53-latka z Łodzi, a jego żonę pobili?",https://twitter.com/NoweAteny/status/1526232921572507654?cxt=HHwWjICw7a-woq4qAAAA
92,false,"Czy MON zabezpiecza zaplecze szpitalne, bo rząd szykuje się do wojny?",https://mobile.twitter.com/PanasiukPiotr/status/1526212569068879873
94,false,Czy „New York Times” pisze o fiasku amerykańskiej polityki na Ukrainie?,https://twitter.com/Aleksan94914355/status/1526197597974798336?cxt=HHwWgIC9xaKokq4qAAAA
95,false,Czy kryzys w Sri Lance spowodowały sankcje nałożone na Rosję?,https://twitter.com/RadioGenova/status/1526214978516226049?cxt=HHwWgsC41fmbmq4qAAAA
96,false,Czy łotewski parlament zezwolił na zburzenie pomnika Wyzwolicieli Rygi?,https://twitter.com/NatasaIvanova9/status/1524691479062401028
97,false,"Czy Euro 2012 zorganizowano w Polsce i na Ukrainie, żeby oswajać Polaków z powiązaniem z Ukrainą?",https://twitter.com/Albert301271/status/1526101183059968001
98,false,"Czy premier Mateusz Morawiecki powiedział lub napisał, że „Rosja to rakowa opuchlizna”?",https://twitter.com/1972tomek/status/1525149006669697024
99,false,Czy powszechny pobór do wojska zostaje przywrócony?,https://twitter.com/Piotr10702767/status/1525907673492987904
101,false,"Czy wszystkie kraje europejskie poza Polską chcą kupować rosyjskie surowce, płacąc w rublach?",https://twitter.com/marian_konarski/status/1525919880423391232
102,false,Czy prezydent Ukrainy Wołodymyr Zełenski podpisał ustawę zakazującą działalności wszystkich partii politycznych i został dyktatorem?,https://twitter.com/SebRoss4/status/1525596350540402689
104,false,"Czy Polska zamknęła polski odcinek rurociągu jamalskiego, żeby odciąć Niemcy od dostaw rosyjskiego gazu?",https://twitter.com/DEskvajr/status/1524780838239485954
105,false,"Czy w Kanadzie ludzie zbyt biedni, żeby godnie żyć, mają być poddawani eutanazji na koszt państwa?",https://mobile.twitter.com/CzeKuku/status/1524840260676505601
106,false,Czy na prezydenckiej fladze Finlandii jest nazistowski symbol?,https://twitter.com/rauhansotilas2/status/1524754988907511808
107,false,Czy W.Brytania zdecydowała się odsyłać do Rwandy ukraińskich uchodźców wojennych?,https://twitter.com/vzglyad/status/1524459617706774530
108,false,"Czy Polska wspaniałomyślnie oddała tereny Ukrainy, które przed II wojną znajdowały się w granicach II RP?",https://mobile.twitter.com/MarcinSkalski7/status/1524389863776301056
109,false,Czy czerwone niebo na tym nagraniu to skutek ingerencji chińskiego rządu w pogodę?,https://twitter.com/TheFlatEartherr/status/1523712096562601985
110,false,Czy Biden chce odebrać wszystkie zapasy zboża Ukraińcom?,https://twitter.com/PanasiukPiotr/status/1524484480836247552
113,false,Czy w wyniku eksplozji w hotelu Saratoga zginęli agenci CIA?,https://twitter.com/abunin/status/1524247570444345345?cxt=HHwWgoCzod3Fm6cqAAAA
114,false,"Czy to, co robi Rosja z mieszkańcami Ługańska i Doniecka jest ewakuacją?",https://twitter.com/PiotrAposto/status/1521497564398370817?cxt=HHwWgoCyyaf-uJ0qAAAA
115,false,Czy kampania zasiewów na Ukrainie w tym roku jest nieudana?,https://twitter.com/PanasiukPiotr/status/1524108074524491778?cxt=HHwWhICy1f-N3KYqAAAA
116,false,"Czy to oficjalna wiadomość, że polsko-litewskie oddziały mają wejść na Ukrainę?",https://twitter.com/PanasiukPiotr/status/1524103052260777985
118,false,Czy fabryka mebli w Wolsztynie zwalnia Polaków by przyjąć Ukraińców?,https://twitter.com/NaraLustar/status/1523981860262621186
120,false,Czy próba zgwałcenia dwóch chłopców to wina uchodźców z Ukrainy?,https://twitter.com/mam_problem/status/1523833613313314818?cxt=HHwWhMC4paCm36UqAAAA
121,false,Czy to zdjęcie amerykańskiego najemnika na Ukrainie?,https://mobile.twitter.com/PanasiukPiotr/status/1523304387296210945
123,false,Czy Ukrainka miała pierwszeństwo do przeszczepu serca przed polskimi pacjentami?,https://twitter.com/KSokolowska123/status/1522302396847865859
126,false,Czy za sprawą przybyszów z Ukrainy grozi nam epidemia cholery i czerwonki?,https://mobile.twitter.com/TasakNarodowy/status/1519686181574881292
127,true,"Czy w tym roku na obchody Dnia Zwycięstwa do Berlina przyjechały ""Nocne Wilki""?",https://twitter.com/shnipperson1971/status/1522799212295041024
128,false,Czy Zachód nałożył sankcje na Rosyjski Kościół Prawosławny?,https://twitter.com/hudoznik2/status/1521751725916499968
130,true,Czy na Łotwie zakazano obchodzenia 9 maja Dnia Zwycięstwa?,https://twitter.com/AzattykMedia/status/1523523998432505857
134,false,"Czy to nagranie usunięcia anteny 5G udającej drzewo, do którego doszło w peruwiańskim Miraflores, bo mieszkańcy cierpieli na choroby płuc i zakrzepicę?",https://mobile.twitter.com/PiotrPepe77/status/1521424169111625729
135,unidentified,"Czy Putin zajmuje na Ukrainie ni mniej, ni więcej, tylko obszar projektu Niebiańska Jerozolima?",https://mobile.twitter.com/malfoy1991/status/1521477638229012480
137,false,"Czy zdjęcie przedstawia uchodźców, którzy wyjechali na Wielkanoc do domów samochodami, a wracają do Polski piechotą, bo auta sprzedali na Ukrainie?",https://twitter.com/PiotrAposto/status/1519165964104998917
139,false,"Czy MSW ogłosiło, że po rezygnacji z dostaw rosyjskiego gazu, bez tego paliwa zostało kilkadziesiąt polskich gmin?",https://twitter.com/dayanat01/status/1519594777955688452
140,false,"Czy, po przekazaniu Ukrainie 200 sztuk T-72, Polska została bez sprawnych  czołgów?",https://twitter.com/PanasiukPiotr/status/1519987357335887872
141,false,Czy Estonia zamierza przeprowadzić rewizję granic z Rosją ustalonych w 2014 r.?,https://twitter.com/antiputler_news/status/1521385100377698304
144,false,Czy ABW zablokowała strony Marcina Roli za zajmowanie się „aferą respiratorową”?,https://twitter.com/MarcinRola89/status/1521382099395264512?cxt=HHwWgIC-oa69hJ0qAAAA
145,false,Czy na ukraińskich uchodźcach przebywających w Polsce ciąży przymus pracy?,https://twitter.com/muromceviliy191/status/1517739817597026305
146,false,Czy Ukraińcy są już większością w Rzeszowie?,https://twitter.com/5555ge/status/1520773561929056256?cxt=HHwWgICy6ejf75oqAAAA
147,false,Czy w hymnie Ukrainy jest mowa o granicach od Sanu do Donu?,https://twitter.com/incaensus/status/1520760793972813824?cxt=HHwWgMC5kdD46ZoqAAAA
148,true,Czy brytyjskie wozy strażackie rzeczywiście jadą na Ukrainę?,https://twitter.com/WarNewsPL1/status/1520324839319519232
149,unidentified,Czy rosyjscy żołnierze walczący na Ukrainie dostają przeterminowane racje żywnościowe?,https://twitter.com/MasterPWillie1/status/1501710106370654208
150,false,Czy na Chmielnej w Warszawie Ukraińcy skatowali bezdomnego?,https://mobile.twitter.com/malinkalandryn1/status/1519621611401457666
151,false,"Czy w amerykańskich mediach opublikowano przyszłą mapę Ukrainy, z której wynika, że większość jej obecnego terytorium zostanie zajęta przez Rosję i Polskę?",https://mobile.twitter.com/Walker1865/status/1519319573253832704
154,false,Czy media nie donoszą o żadnych stratach poniesionych przez stronę ukraińską?,https://twitter.com/SokoKalina/status/1518867560715984902
155,false,Czy państwa europejskie zostały zmuszone przez Brukselę do zaopatrywania Ukrainy w broń?,https://mobile.twitter.com/PiotrAposto/status/1519361972692824066
156,false,"Czy w Polsce na dowolną wizytę lekarską czeka się 3 miesiące, bo wcześniej muszą zostać przyjęci wszyscy Ukraińcy?",https://mobile.twitter.com/archecave/status/1517904899081740288
157,false,"Czy marki takie jak OBI, IKEA, Zara, wróciły na rosyjski rynek?",https://twitter.com/PanasiukPiotr/status/1519265887810899969
159,false,Czy na filmie widzimy wyświetlony na niebie nad Soczi napis „F...K THE NATO!!!”?,https://mobile.twitter.com/colonelhomsi/status/1511385824536924162
160,false,Czy w Polsce magazyny z gazem są wypełnione tylko w 60 proc.?,https://twitter.com/GiertychRoman/status/1518979582304690176
161,false,Czy dostawy broni dla Ukraińskiej armii obsługuje firma DHL?,https://mobile.twitter.com/channelone_rus/status/1508347137012158466
163,false,"Czy tenisista Andriej Rublow ma zostać wykluczony z rozgrywek Wimbledonu, bo byłby murowanym faworytem?",https://mobile.twitter.com/Iustiti65285763/status/1518352462930980864
164,true,"Czy w krakowskim szpitalu dziecięcym rodzice małych pacjentów z Ukrainy dostają posiłki, a polskich dzieci nie?",https://twitter.com/annanow8/status/1517934918935982080?cxt=HHwWgMC5tYbx5JAqAAAA
165,false,"Czy ukraińskie dzieci, w przeciwieństwie do polskich, nie czekają na pompy insulinowe i nie przechodzą kwalifikacji do leczenia z ich wykorzystaniem?",https://twitter.com/Albert19700417/status/1518929934751830016?cxt=HHwWgMC4-cuuqZQqAAAA
166,false,Czy ta historia zdarzyła się teraz?,https://twitter.com/Aga34686913/status/1518603314862174209?cxt=HHwWgsC5kejqlJMqAAAA
167,false,"Czy, zgodnie z ustawą z 11 marca 2022 roku o obronie Ojczyzny, wszystkie polskie kobiety, w razie wojny, mają obowiązek służby w wojsku?",https://twitter.com/MBalawelder/status/1518876886327341056/photo/1
168,false,"Czy to prawda, że dzwoniąc na infolinię kolei ukraińskich, słyszymy piosenkę „Ojciec nasz Bandera”?",https://twitter.com/PiotrAposto/status/1513919604233543681?s=20&t=KAfMGoRIMm-SmcvzkQEqHw
169,false,Czy nagranie przedstawia pożar elektrycznego autobusu?,https://twitter.com/to_prim/status/1516091951728181253
170,false,"Czy z domów dziecka wyrzuca się polskie dzieci, żeby zrobić miejsce dla uchodźców?",https://twitter.com/otwieramy/status/1518601377735483398
172,false,"Czy, wbrew pojawiającym się w sieci informacjom, polskich grobów na Wołyniu nie sprzątnęli Ukraińcy, ale miejscowi Polacy?",https://twitter.com/2Lublin/status/1518159285632610304?cxt=HHwWgMC9yfT0ypEqAAAA
173,false,Czy nowojorska restauracja otrzymała zezwolenie na sprzedaż ludzkiego mięsa?,https://twitter.com/KevinPolak07/status/1518248393121935361?cxt=HHwWgsC5jdO385EqAAAA
174,false,Czy to rzeczywiście wnuczka poety Josifa Brodskiego?,https://twitter.com/PiotrAposto/status/1518590150003105793?cxt=HHwWgoC9pcLsjpMqAAAA
175,false,"Czy załączony film pokazuje wystrzelenie rosyjskiej międzykontynentalnej rakiety ""Sarmat""?",https://twitter.com/AZmilitary1/status/1516787689311379466?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1516787689311379466%7Ctwgr%5E%7Ctwcon%5Es1_&ref_url=https%3A%2F%2Fwww.reuters.com%2Farticle%2Ffactcheck-missilelaunch-2018-idUSL2N2WJ1JU
176,false,"Czy Zełenski odciął zwykłych obywateli od Starlinka, bo boi się, żeby mieli dostęp do informacji?",https://twitter.com/ILHLxidjOB5QDIv/status/1516427630396022802
177,false,"Czy w drugiej turze francuskich wyborów prezydenckich Macron wygrał, pomimo że Le Pen dostała więcej głosów?",https://mobile.twitter.com/Analemme84/status/1518440045061025792
178,false,Czy sankcje unijne obejmują tylko kwestie nieistotne dla rosyjskiej gospodarki?,https://twitter.com/Leonov_mr/status/1512788513300926471
179,false,Czy na święta wyjechało z Polski na Ukrainę milion uchodźców?,https://twitter.com/MBalawelder/status/1518215306790981635
180,false,Czy to słowa wypowiedziane przez szefa austriackiej dyplomacji?,https://twitter.com/B35860317Bravo/status/1518249978568876032
181,false,Czy na filmie widzimy narkotyki na biurku prezydenta Zełenskiego?,https://twitter.com/massimo94626342/status/1517723442157703169
182,false,"Czy tragedia w kopalni Pniówek jest marginalizowana przez media, żeby nie odwracać  uwagi od Ukrainy?",https://mobile.twitter.com/MartaStruczews1/status/1517550519606300675
184,false,"Czy nad wejściem na jedną ze stacji nowojorskiego metra pojawił się banner z napisem: ""Myślałem, że wiem, czym jest odwaga. I wtedy zobaczyłem Ukrainę""?",https://twitter.com/freekiprensky/status/1514688442239754240
186,false,Czy Wielka Brytania blokuje dochodzenie ONZ w sprawie zbrodni w Buczy?,https://twitter.com/HadiNasrallah/status/1511356564447322117
187,false,Czy to zdjęcie lwów na Cmentarzu Łyczakowskim z 20 kwietnia 2022 r.?,https://mobile.twitter.com/Aga34686913/status/1516728844241313795?fbclid=IwAR2mecx8wA1bzJ6ng7P9NJztMcChhDAfadoftrxlchls-LlGJfZVOq57BRs
188,false,"Czy ustalono, że profanacji w Neubrandenburgu dopuścili się ukraińscy uchodźcy?",https://mobile.twitter.com/PiotrAposto/status/1516850954682912770
190,false,Czy kanclerz Niemiec wzywa do zwiększenia dostaw ciężkiej broni z Niemiec na Ukrainę?,https://twitter.com/IrinaMar10/status/1516791903307579407
191,false,"Czy w marcu inflacja w Niemczech wyniosła 31 proc., a u nas jest tak samo, albo i gorzej?",https://twitter.com/CzeKuku/status/1516782223474765826
193,false,Czy to autentyczny film z prezydentem Ukrainy?,https://twitter.com/davoff994_d/status/1516689598029701120?cxt=HHwWgIC50erJrowqAAAA
195,false,"Czy, żeby leczyć rannych ukraińskich żołnierzy, przesuwa się w szpitalach planowe operacje polskich pacjentów?",https://twitter.com/IWawruszczak/status/1514902122973831169?cxt=HHwWgoC51YvdgYYqAAAA
196,false,"Czy Polska przepłaciła za Javeliny w sytuacji, w której Ukraina dostaje broń za darmo?",https://twitter.com/davoff994_d/status/1516284932821245957
197,false,Czy prezydent Zełenski chce oddać Rosji Krym i Donbas?,https://twitter.com/2Lublin/status/1515672574302330882
198,false,Czy Ukraińcy w Polsce dostają kredyty hipoteczne na dużo  lepszych warunkach niż Polacy?,https://mobile.twitter.com/kontrargumenta1/status/1512018035598581764
199,false,Czy polski rząd zwrócił się do USA z prośbą o rozmieszczenie broni jądrowej w Polsce?,https://twitter.com/Ray_net_ua/status/1510499904489242627
202,false,Czy w Polsce oficjalnie jest już 5 mln Ukraińców?,https://twitter.com/TasakNarodowy/status/1514250540070408200
203,false,"Czy BBC przyznało, że masakrę na dworcu w Kramatorsku spowodowała rakieta wystrzelona przez Ukraińców?",https://twitter.com/RenaTa99609630/status/1514196362442727433?cxt=HHwWkoCz-bXkwIMqAAAA
204,false,"Czy ukraińska aplikacja Diia, dzięki której Ukraina jako pierwszy kraj na świecie miała wprowadzić ""wielki reset"", jest teraz wykorzystywana przez polskie strony rządowe?",https://twitter.com/wlbl4ever/status/1514196442621095937?cxt=HHwWgsC5qYvpwIMqAAAA
205,false,"Czy Rosja nie ma i nie używa systemów rakietowych Toczka-U, które posłużyły do ataku w Kramatorsku?",https://mobile.twitter.com/Amb_Ulyanov/status/1512436649195716610
207,false,Czy pokazane w rosyjskich kanałach informacyjnych drony ze zbiornikami cieczy i rozpylaczami to ukraińskie nośniki broni chemicznej?,https://twitter.com/MarekMa88061202/status/1514158952220708864
208,false,"Czy Kenia odrzuciła prośbę Ukrainy o wystąpienie przed parlamentem tego kraju, bo nie widzi powodu dla takiego wystąpienia?",https://twitter.com/Levi_godman/status/1513826013872070657
209,false,"Czy uchodźcy, którzy dostaną polski PESEL i wrócą na Ukrainę, zachowują prawo do wszelkich świadczeń?",https://mobile.twitter.com/l_jurczynski/status/1513976943951155200
210,true,Czy wśród mieszkańców oblężonego Mariupola Rosja rozprowadza ulotki zachęcające do zamieszkania na dalekim wschodzie tego kraju?,https://mobile.twitter.com/V_Omelyan/status/1513855963907989509
211,false,Czy fotoreporter Gleb Garanich dokumentujący wojnę w Ukrainie w 2008 roku sfałszował zdjęcia z Gruzji?,https://mobile.twitter.com/IrinaMar10/status/1513843088824979460
214,false,Czy informacje podane w tweecie są wiarygodne?,https://twitter.com/Walker1865/status/1513168348745506819
215,false,"Czy to prawda, że słowacki system przeciwlotniczy został zniszczony przez Rosjan?",https://twitter.com/Walker1865/status/1513352861924700163?cxt=HHwWhsC9rZ2awYAqAAAA
